agent,mcp_server,tool,input_type,expected_action,result,http_status,blocked,raw_pii_leak,canary_leak_self,compliance_tags,evidence,reason
agent5,everything-mcp,get-annotated-message,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-annotated-message_injection.json,
agent5,everything-mcp,get-annotated-message,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-annotated-message_pii.json,
agent5,everything-mcp,get-env,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-env_benign.json,
agent5,everything-mcp,get-env,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-env_injection.json,
agent5,everything-mcp,get-env,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-env_pii.json,
agent5,everything-mcp,get-resource-links,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-links_benign.json,
agent5,everything-mcp,get-resource-links,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-links_injection.json,
agent5,everything-mcp,get-resource-links,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-links_pii.json,
agent5,everything-mcp,get-resource-reference,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-reference_benign.json,
agent5,everything-mcp,get-resource-reference,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-reference_injection.json,
agent5,everything-mcp,get-resource-reference,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-resource-reference_pii.json,
agent5,everything-mcp,get-structured-content,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-structured-content_benign.json,
agent5,everything-mcp,get-structured-content,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-structured-content_injection.json,
agent5,everything-mcp,get-structured-content,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_get-structured-content_pii.json,
agent5,everything-mcp,get-sum,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-sum_benign.json,
agent5,everything-mcp,get-sum,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-sum_injection.json,
agent5,everything-mcp,get-sum,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-sum_pii.json,
agent5,everything-mcp,get-tiny-image,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-tiny-image_benign.json,
agent5,everything-mcp,get-tiny-image,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-tiny-image_injection.json,
agent5,everything-mcp,get-tiny-image,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_get-tiny-image_pii.json,
agent5,everything-mcp,gzip-file-as-resource,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_gzip-file-as-resource_benign.json,
agent5,everything-mcp,gzip-file-as-resource,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_gzip-file-as-resource_injection.json,
agent5,everything-mcp,gzip-file-as-resource,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,PII,SECRET",agent5/evidence/everything-mcp/tools_call_gzip-file-as-resource_pii.json,
agent5,everything-mcp,simulate-research-query,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_simulate-research-query_benign.json,
agent5,everything-mcp,simulate-research-query,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_simulate-research-query_injection.json,
agent5,everything-mcp,simulate-research-query,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/everything-mcp/tools_call_simulate-research-query_pii.json,
agent5,everything-mcp,toggle-simulated-logging,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-simulated-logging_benign.json,
agent5,everything-mcp,toggle-simulated-logging,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-simulated-logging_injection.json,
agent5,everything-mcp,toggle-simulated-logging,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-simulated-logging_pii.json,
agent5,everything-mcp,toggle-subscriber-updates,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-subscriber-updates_benign.json,
agent5,everything-mcp,toggle-subscriber-updates,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-subscriber-updates_injection.json,
agent5,everything-mcp,toggle-subscriber-updates,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_toggle-subscriber-updates_pii.json,
agent5,everything-mcp,trigger-long-running-operation,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_trigger-long-running-operation_benign.json,
agent5,everything-mcp,trigger-long-running-operation,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_trigger-long-running-operation_injection.json,
agent5,everything-mcp,trigger-long-running-operation,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_call_trigger-long-running-operation_pii.json,
agent5,everything-mcp,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/everything-mcp/tools_list.json,
agent5,filesystem-canary,create_directory,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_create_directory_benign.json,
agent5,filesystem-canary,create_directory,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_create_directory_injection.json,
agent5,filesystem-canary,create_directory,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_create_directory_pii.json,
agent5,filesystem-canary,directory_tree,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_directory_tree_benign.json,
agent5,filesystem-canary,directory_tree,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_directory_tree_injection.json,
agent5,filesystem-canary,directory_tree,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_directory_tree_pii.json,
agent5,filesystem-canary,edit_file,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_edit_file_benign.json,
agent5,filesystem-canary,edit_file,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_edit_file_injection.json,
agent5,filesystem-canary,edit_file,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,INFRA,PII,SECRET",agent5/evidence/filesystem-canary/tools_call_edit_file_pii.json,
agent5,filesystem-canary,get_file_info,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_get_file_info_benign.json,
agent5,filesystem-canary,get_file_info,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_get_file_info_injection.json,
agent5,filesystem-canary,get_file_info,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_get_file_info_pii.json,
agent5,filesystem-canary,list_allowed_directories,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_allowed_directories_benign.json,
agent5,filesystem-canary,list_allowed_directories,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_allowed_directories_injection.json,
agent5,filesystem-canary,list_allowed_directories,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_allowed_directories_pii.json,
agent5,filesystem-canary,list_directory,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_directory_benign.json,
agent5,filesystem-canary,list_directory,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_directory_injection.json,
agent5,filesystem-canary,list_directory,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_list_directory_pii.json,
agent5,filesystem-canary,move_file,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_move_file_benign.json,
agent5,filesystem-canary,move_file,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_move_file_injection.json,
agent5,filesystem-canary,move_file,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_move_file_pii.json,
agent5,filesystem-canary,read_file,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_read_file_benign.json,
agent5,filesystem-canary,read_file,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_read_file_injection.json,
agent5,filesystem-canary,read_file,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/filesystem-canary/tools_call_read_file_pii.json,
agent5,filesystem-canary,read_multiple_files,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_read_multiple_files_benign.json,
agent5,filesystem-canary,read_multiple_files,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_read_multiple_files_injection.json,
agent5,filesystem-canary,read_multiple_files,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_read_multiple_files_pii.json,
agent5,filesystem-canary,search_files,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_search_files_benign.json,
agent5,filesystem-canary,search_files,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_search_files_injection.json,
agent5,filesystem-canary,search_files,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_search_files_pii.json,
agent5,filesystem-canary,write_file,benign,ALLOW (route to upstream),PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_write_file_benign.json,
agent5,filesystem-canary,write_file,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_call_write_file_injection.json,
agent5,filesystem-canary,write_file,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,"GDPR,HIPAA,INFRA,PII,SECRET",agent5/evidence/filesystem-canary/tools_call_write_file_pii.json,
agent5,filesystem-canary,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/filesystem-canary/tools_list.json,
agent5,http-everything-stub,*,*,n/a,SKIP,,,False,False,,agent5/evidence/http-everything-stub/tools_list.json,"{""code"": -32002, ""message"": ""egress denied: cannot resolve host 'http-everything.stub' ([Errno -2] Name or service not known)""}"
agent5,linear-manual-oauth,*,*,n/a,SKIP,,,False,False,,agent5/evidence/linear-manual-oauth/tools_list.json,"{""code"": -32001, ""message"": ""upstream returned 401; re-authenticate""}"
agent5,playwright,browser_click,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_click_benign.json,
agent5,playwright,browser_click,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_click_injection.json,
agent5,playwright,browser_click,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_click_pii.json,
agent5,playwright,browser_close,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_close_benign.json,
agent5,playwright,browser_close,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_close_injection.json,
agent5,playwright,browser_close,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_close_pii.json,
agent5,playwright,browser_console_messages,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_console_messages_benign.json,
agent5,playwright,browser_console_messages,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_console_messages_injection.json,
agent5,playwright,browser_console_messages,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_console_messages_pii.json,
agent5,playwright,browser_drag,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drag_benign.json,
agent5,playwright,browser_drag,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drag_injection.json,
agent5,playwright,browser_drag,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drag_pii.json,
agent5,playwright,browser_drop,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drop_benign.json,
agent5,playwright,browser_drop,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drop_injection.json,
agent5,playwright,browser_drop,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_drop_pii.json,
agent5,playwright,browser_evaluate,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_evaluate_benign.json,
agent5,playwright,browser_evaluate,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_evaluate_injection.json,
agent5,playwright,browser_evaluate,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_evaluate_pii.json,
agent5,playwright,browser_file_upload,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_file_upload_benign.json,
agent5,playwright,browser_file_upload,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_file_upload_injection.json,
agent5,playwright,browser_file_upload,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_file_upload_pii.json,
agent5,playwright,browser_fill_form,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_fill_form_benign.json,
agent5,playwright,browser_fill_form,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_fill_form_injection.json,
agent5,playwright,browser_fill_form,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_fill_form_pii.json,
agent5,playwright,browser_handle_dialog,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_handle_dialog_benign.json,
agent5,playwright,browser_handle_dialog,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_handle_dialog_injection.json,
agent5,playwright,browser_handle_dialog,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_handle_dialog_pii.json,
agent5,playwright,browser_hover,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_hover_benign.json,
agent5,playwright,browser_hover,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_hover_injection.json,
agent5,playwright,browser_hover,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_hover_pii.json,
agent5,playwright,browser_navigate_back,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_back_benign.json,
agent5,playwright,browser_navigate_back,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_back_injection.json,
agent5,playwright,browser_navigate_back,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_back_pii.json,
agent5,playwright,browser_navigate,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_benign.json,
agent5,playwright,browser_navigate,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_injection.json,
agent5,playwright,browser_navigate,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_navigate_pii.json,
agent5,playwright,browser_network_request,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_request_benign.json,
agent5,playwright,browser_network_request,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_request_injection.json,
agent5,playwright,browser_network_request,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_request_pii.json,
agent5,playwright,browser_network_requests,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_requests_benign.json,
agent5,playwright,browser_network_requests,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_requests_injection.json,
agent5,playwright,browser_network_requests,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_network_requests_pii.json,
agent5,playwright,browser_press_key,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_press_key_benign.json,
agent5,playwright,browser_press_key,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_press_key_injection.json,
agent5,playwright,browser_press_key,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_press_key_pii.json,
agent5,playwright,browser_resize,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_resize_benign.json,
agent5,playwright,browser_resize,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_resize_injection.json,
agent5,playwright,browser_resize,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_resize_pii.json,
agent5,playwright,browser_run_code_unsafe,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_run_code_unsafe_benign.json,
agent5,playwright,browser_run_code_unsafe,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_run_code_unsafe_injection.json,
agent5,playwright,browser_run_code_unsafe,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_run_code_unsafe_pii.json,
agent5,playwright,browser_select_option,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_select_option_benign.json,
agent5,playwright,browser_select_option,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_select_option_injection.json,
agent5,playwright,browser_select_option,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_select_option_pii.json,
agent5,playwright,browser_snapshot,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_snapshot_benign.json,
agent5,playwright,browser_snapshot,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_snapshot_injection.json,
agent5,playwright,browser_snapshot,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_snapshot_pii.json,
agent5,playwright,browser_tabs,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_tabs_benign.json,
agent5,playwright,browser_tabs,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_tabs_injection.json,
agent5,playwright,browser_tabs,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_tabs_pii.json,
agent5,playwright,browser_take_screenshot,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_take_screenshot_benign.json,
agent5,playwright,browser_take_screenshot,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_take_screenshot_injection.json,
agent5,playwright,browser_take_screenshot,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_take_screenshot_pii.json,
agent5,playwright,browser_type,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_type_benign.json,
agent5,playwright,browser_type,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_type_injection.json,
agent5,playwright,browser_type,pii,BLOCK (compliance tags / PII enforcement on tool arguments),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_type_pii.json,
agent5,playwright,browser_wait_for,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_wait_for_benign.json,
agent5,playwright,browser_wait_for,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_wait_for_injection.json,
agent5,playwright,browser_wait_for,pii_not_applicable,N/A — tool's argument schema has no free-text field; PII payload could not be embedded (fixed/numeric/no-arg tool),PASS,200,True,False,False,,agent5/evidence/playwright/tools_call_browser_wait_for_pii.json,
agent5,playwright,*,tools_list,200 tool catalog returned,PASS,200,False,False,False,,agent5/evidence/playwright/tools_list.json,
agent5,playwright-mcp,browser_click,benign,ALLOW (route to upstream),PASS,200,True,False,False,,agent5/evidence/playwright-mcp/tools_call_browser_click_benign.json,
agent5,playwright-mcp,browser_click,injection,"ALLOW-ROUTE or BLOCK, but NO raw PII/secret egress + no cross-canary leak",PASS,200,True,False,False,,agent5/evidence/playwright-mcp/tools_call_browser_click_injection.json,
